"MAP_LABEL","GFE_ID","SYSTEM_SITE","GFE_TYPE","SPECIES_QUALIFIED","Y_LAT","X_LONGT","FAZ_ACRO","MAZ_ACRO","JAZ_ACRO","CU_NAME","CU_ACRO","CU_LAT","CU_LONGT","CU_TYPE","CU_INDEX","FULL_CU_IN","SBJ_ID","POP_ID","IS_INDICATOR","CMNTS","EFFECTIVE_DT","WATERSHED_CDE","FWA_WATERSHED_CDE","SPECIES","species_acronym_ncc","IndexId","coordinates_changed"
52,"1145","SIMMS CREEK","Stream","PKE",49.979036,-125.221839,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,52954,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-616300-00000-00000-0000-0000-000-000-000-000-000-000","920-617535-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52954",FALSE
53,"782","SKWAWKA RIVER","Stream","PKE",50.207679,-123.987827,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,48898,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-233000-00000-00000-0000-0000-000-000-000-000-000-000","900-236275-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_48898",FALSE
54,"798","SLIAMMON CREEK","Stream","PKE",49.895406,-124.606318,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,49058,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-286000-00000-00000-0000-0000-000-000-000-000-000-000","900-289325-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_49058",FALSE
56,"708","SQUAMISH RIVER","Stream","PKE",49.68522,-123.180776,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,49926,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-097600-00000-00000-0000-0000-000-000-000-000-000-000","900-105574-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_49926",FALSE
58,"800","THEODOSIA RIVER","Stream","PKE",50.080428,-124.654846,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,49078,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-309400-00000-00000-0000-0000-000-000-000-000-000-000","900-311867-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_49078",FALSE
59,"808","TOBA RIVER","Stream","PKE",50.488616,-124.365866,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,49798,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-349300-00000-00000-0000-0000-000-000-000-000-000-000","900-350660-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_49798",FALSE
60,"1164","TRENT RIVER","Stream","PKE",49.644123,-124.930063,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,52034,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-545800-00000-00000-0000-0000-000-000-000-000-000-000","920-553164-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52034",FALSE
61,"1166","TSABLE RIVER","Stream","PKE",49.518733,-124.82996,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,52054,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-527600-00000-00000-0000-0000-000-000-000-000-000-000","920-535278-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52054",FALSE
62,"1157","TSOLUM RIVER","Stream","PKE",49.695768,-124.9945,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,53074,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-553200-94100-00000-0000-0000-000-000-000-000-000-000","920-559826-990728-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_53074",FALSE
63,"776","TZOONIE RIVER","Stream","PKE",49.787824,-123.723574,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,48838,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-195000-00000-00000-0000-0000-000-000-000-000-000-000","900-198810-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_48838",FALSE
64,"778","VANCOUVER RIVER","Stream","PKE",49.92181,-123.869314,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,48858,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-210100-00000-00000-0000-0000-000-000-000-000-000-000","900-213488-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_48858",FALSE
65,"1132","VILLAGE BAY CREEK","Stream","PKE",50.165251,-125.187784,"SC","SFj","SC+SFj","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,52824,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","905-291000-76900-00000-0000-0000-000-000-000-000-000-000","905-405793-775537-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52824",FALSE
66,"791","WHITTALL CREEK","Stream","PKE",49.776518,-124.353033,"SC","GStr","SC+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,48988,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","900-277700-00000-00000-0000-0000-000-000-000-000-000-000","900-281180-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_48988",FALSE
67,"1170","WILFRED CREEK","Stream","PKE",49.48334,-124.797038,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,51274,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-517300-00000-00000-0000-0000-000-000-000-000-000-000","920-525880-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_51274",FALSE
68,"1146","WILLOW CREEK","Stream","PKE",49.965882,-125.208336,"EVI","GStr","EVI+GStr","GEORGIA STRAIT","GStr",50.09353876,-124.1622532,"Current","1","PKE-1",3,52964,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","920-614400-00000-00000-0000-0000-000-000-000-000-000-000","920-615785-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKE","PKE_52964",FALSE
1,"220","ADAMS RIVER","Stream","PKO",50.894386,-119.554136,"STh","GStr","STh+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46242,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","128-453400-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-999098-995997-058910-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46242",FALSE
2,"14","ALOUETTE RIVER","Stream","PKO",49.264543,-122.708837,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47924,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-026700-06000-00000-0000-0000-000-000-000-000-000-000","100-025956-057184-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47924",FALSE
3,"118","AMERICAN CREEK","Stream","PKO",49.432937,-121.436249,"FRCany","GStr","FRCany+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47141,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-119000-00000-00000-0000-0000-000-000-000-000-000-000","100-117583-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47141",FALSE
4,"124","ANDERSON RIVER","Stream","PKO",49.841807,-121.435165,"FRCany","GStr","FRCany+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47154,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-158000-00000-00000-0000-0000-000-000-000-000-000-000","100-156509-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47154",FALSE
5,"192","BIG SILVER CREEK","Stream","PKO",49.579109,-121.836641,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46074,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","110-599000-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-616023-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46074",FALSE
6,"198","BIRKENHEAD RIVER","Stream","PKO",50.306373,-122.605833,"LILL","GStr","LILL+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46100,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","119-425100-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-955583-415280-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46100",FALSE
7,"216","BONAPARTE RIVER","Stream","PKO",50.739214,-121.258846,"LTh","GStr","LTh+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46202,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","120-506800-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-506118-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46202",FALSE
8,"76","BORDEN CREEK","Stream","PKO",49.077241,-121.732044,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47032,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-065700-09700-35700-0000-0000-000-000-000-000-000-000","100-064535-057628-358302-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47032",FALSE
9,"133","BRIDGE RIVER","Stream","PKO",50.74951,-121.931541,"MFR","GStr","MFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47225,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-241900-00000-00000-0000-0000-000-000-000-000-000-000","100-239855-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47225",FALSE
10,"131","CAYOOSH CREEK","Stream","PKO",50.680016,-121.929476,"MFR","GStr","MFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47205,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-235900-05000-00000-0000-0000-000-000-000-000-000-000","100-233886-073722-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47205",TRUE
11,"82","CENTRE CREEK","Stream","PKO",49.103185,-121.536585,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47054,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-065700-09700-56200-0000-0000-000-000-000-000-000-000","100-064535-057628-563041-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47054",FALSE
12,"181","CHEHALIS RIVER","Stream","PKO",49.269894,-121.936089,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46040,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","110-090200-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-094860-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46040",FALSE
13,"2463","CHILCOTIN RIVER - LOWER","Stream Segment","PKO",51.739953,-122.401309,"MFR","GStr","MFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,44496,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","150-000000-00000-00000-0000-0000-000-000-000-000-000-000","100-342455-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_44496",FALSE
14,"89","CHILLIWACK CREEK","Stream","PKO",49.165571,-122.014044,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47074,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-071800-00000-00000-0000-0000-000-000-000-000-000-000","100-070889-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47074",FALSE
15,"62","CHILLIWACK RIVER","Stream","PKO",49.126413,-122.098353,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46983,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-065700-09700-00000-0000-0000-000-000-000-000-000-000","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46983",FALSE
16,"63","CHILLIWACK RIVER - UPPER","Stream Segment","PKO",49.015242,-121.408537,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46988,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-065700-09700-00000-0000-0000-000-000-000-000-000-000","100-064535-057628-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46988",FALSE
17,"2577","CHIPMUNK CREEK","Stream","PKO",49.105949,-121.645954,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,44656,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-065700-09700-45000-0000-0000-000-000-000-000-000-000","100-064535-057628-451511-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_44656",FALSE
18,"138","CHURN CREEK","Stream","PKO",51.518807,-122.282803,"MFR","GStr","MFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47237,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-324200-00000-00000-0000-0000-000-000-000-000-000-000","100-321833-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47237",FALSE
19,"112","COQUIHALLA RIVER","Stream","PKO",49.393528,-121.439194,"FRCany","GStr","FRCany+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47123,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-115400-00000-00000-0000-0000-000-000-000-000-000-000","100-113848-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47123",FALSE
20,"8","COQUITLAM RIVER","Stream","PKO",49.225233,-122.805076,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47909,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-024500-00000-00000-0000-0000-000-000-000-000-000-000","100-023788-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47909",FALSE
21,"217","DEADMAN RIVER","Stream","PKO",50.744448,-120.918736,"LTh","GStr","LTh+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46212,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","120-714600-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-712025-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46212",FALSE
22,"85","DEPOT CREEK","Stream","PKO",49.029613,-121.40213,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47068,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-065700-09700-72300-0000-0000-000-000-000-000-000-000","100-064535-057628-724358-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47068",FALSE
23,"195","DOUGLAS CREEK","Stream","PKO",49.762744,-122.152648,"LILL","GStr","LILL+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46085,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","110-987400-00000-00000-0000-0000-000-000-000-000-000-000","100-077501-985523-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46085",FALSE
24,"232","EAGLE RIVER","Stream","PKO",50.843505,-119.010171,"STh","GStr","STh+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,46362,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","128-831400-00000-00000-0000-0000-000-000-000-000-000-000","100-190442-999098-995997-725308-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_46362",FALSE
25,"120","EMORY CREEK","Stream","PKO",49.509393,-121.416366,"FRCany","GStr","FRCany+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47145,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-125600-00000-00000-0000-0000-000-000-000-000-000-000","100-124099-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47145",FALSE
26,"435","FLOODS CREEK","Stream","PKO",49.110865,-122.084797,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,48419,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","","","Pink","PKO","PKO_48419",FALSE
27,"78","FOLEY CREEK","Stream","PKO",49.107077,-121.636804,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47037,"N","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-065700-09700-45800-0000-0000-000-000-000-000-000-000","100-064535-057628-459516-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47037",TRUE
28,"1","FRASER RIVER","Stream","PKO",49.118876,-123.191011,"LFR","GStr","LFR+GStr","FRASER RIVER","FR",52.15899006,-122.7797487,"Current","1","PKO-1",3,47235,"Y","Conservation Unit Data-Rev. 4.1f_20-Apr 2017 - ","08-MAR-11","100-000000-00000-00000-0000-0000-000-000-000-000-000-000","100-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000-000000","Pink","PKO","PKO_47235",FALSE
