"","Yr","Area","River","Escapement","Returns","Recruits","Expl","Survival","EO","Popn","Population"
"217",1962,12,"AHTA VALLEY CREEK",400,816.326530612245,1744.18604651163,0.51,1.4725787297169,"E","8","AHTA VALLEY CREEK E"
"218",1963,12,"AHTA VALLEY CREEK",1500,3061.22448979592,322.58064516129,0.51,-1.53686721959926,"O","7","AHTA VALLEY CREEK O"
"219",1964,12,"AHTA VALLEY CREEK",750,1744.18604651163,5357.14285714286,0.57,1.96611285637283,"E","8","AHTA VALLEY CREEK E"
"220",1965,12,"AHTA VALLEY CREEK",200,322.58064516129,22058.8235294118,0.38,4.70315059434829,"O","7","AHTA VALLEY CREEK O"
"221",1966,12,"AHTA VALLEY CREEK",1500,5357.14285714286,5172.41379310345,0.72,1.23787435600162,"E","8","AHTA VALLEY CREEK E"
"222",1967,12,"AHTA VALLEY CREEK",7500,22058.8235294118,NA,0.66,NA,"O","7","AHTA VALLEY CREEK O"
"223",1968,12,"AHTA VALLEY CREEK",1500,5172.41379310345,4545.45454545455,0.71,1.10866262452161,"E","8","AHTA VALLEY CREEK E"
"224",1969,12,"AHTA VALLEY CREEK",NA,NA,5737.70491803279,0.33,NA,"O","7","AHTA VALLEY CREEK O"
"225",1970,12,"AHTA VALLEY CREEK",1500,4545.45454545455,7142.85714285714,0.67,1.56064774826467,"E","8","AHTA VALLEY CREEK E"
"226",1971,12,"AHTA VALLEY CREEK",3500,5737.70491803279,2181.81818181818,0.39,-0.472604410945793,"O","7","AHTA VALLEY CREEK O"
"227",1972,12,"AHTA VALLEY CREEK",3500,7142.85714285714,NA,0.51,NA,"E","8","AHTA VALLEY CREEK E"
"228",1973,12,"AHTA VALLEY CREEK",1200,2181.81818181818,285.714285714286,0.45,-1.43508452528932,"O","7","AHTA VALLEY CREEK O"
"229",1974,12,"AHTA VALLEY CREEK",NA,NA,806.451612903226,0.57,NA,"E","8","AHTA VALLEY CREEK E"
"230",1975,12,"AHTA VALLEY CREEK",200,285.714285714286,182.926829268293,0.3,-0.0892311337279428,"O","7","AHTA VALLEY CREEK O"
"231",1976,12,"AHTA VALLEY CREEK",250,806.451612903226,2717.39130434783,0.69,2.3859667019331,"E","8","AHTA VALLEY CREEK E"
"232",1977,12,"AHTA VALLEY CREEK",75,182.926829268293,232.558139534884,0.59,1.13165214274631,"O","7","AHTA VALLEY CREEK O"
"233",1978,12,"AHTA VALLEY CREEK",1250,2717.39130434783,136.363636363636,0.54,-2.21557371600442,"E","8","AHTA VALLEY CREEK E"
"234",1979,12,"AHTA VALLEY CREEK",100,232.558139534884,3448.27586206897,0.57,3.54045944899566,"O","7","AHTA VALLEY CREEK O"
"235",1980,12,"AHTA VALLEY CREEK",75,136.363636363636,NA,0.45,NA,"E","8","AHTA VALLEY CREEK E"
"236",1981,12,"AHTA VALLEY CREEK",2000,3448.27586206897,NA,0.42,NA,"O","7","AHTA VALLEY CREEK O"
"237",1982,12,"AHTA VALLEY CREEK",NA,NA,NA,0.25,NA,"E","8","AHTA VALLEY CREEK E"
"238",1983,12,"AHTA VALLEY CREEK",NA,NA,NA,0.43,NA,"O","7","AHTA VALLEY CREEK O"
"239",1984,12,"AHTA VALLEY CREEK",NA,NA,10.8108108108108,0.38,NA,"E","8","AHTA VALLEY CREEK E"
"240",1985,12,"AHTA VALLEY CREEK",NA,NA,NA,0.5,NA,"O","7","AHTA VALLEY CREEK O"
"241",1986,12,"AHTA VALLEY CREEK",8,10.8108108108108,NA,0.26,NA,"E","8","AHTA VALLEY CREEK E"
"242",1987,12,"AHTA VALLEY CREEK",NA,NA,NA,0.44,NA,"O","7","AHTA VALLEY CREEK O"
"243",1988,12,"AHTA VALLEY CREEK",NA,NA,112.359550561798,0.26,NA,"E","8","AHTA VALLEY CREEK E"
"244",1989,12,"AHTA VALLEY CREEK",NA,NA,NA,0.68,NA,"O","7","AHTA VALLEY CREEK O"
"245",1990,12,"AHTA VALLEY CREEK",100,112.359550561798,NA,0.11,NA,"E","8","AHTA VALLEY CREEK E"
"246",1991,12,"AHTA VALLEY CREEK",NA,NA,111.111111111111,0.48,NA,"O","7","AHTA VALLEY CREEK O"
"247",1992,12,"AHTA VALLEY CREEK",NA,NA,1744.18604651163,0.27,NA,"E","8","AHTA VALLEY CREEK E"
"248",1993,12,"AHTA VALLEY CREEK",60,111.111111111111,NA,0.46,NA,"O","7","AHTA VALLEY CREEK O"
"249",1994,12,"AHTA VALLEY CREEK",1500,1744.18604651163,927.835051546392,0.14,-0.480366416281282,"E","8","AHTA VALLEY CREEK E"
"250",1995,12,"AHTA VALLEY CREEK",NA,NA,NA,0.46,NA,"O","7","AHTA VALLEY CREEK O"
"251",1996,12,"AHTA VALLEY CREEK",900,927.835051546392,NA,0.03,NA,"E","8","AHTA VALLEY CREEK E"
"252",1997,12,"AHTA VALLEY CREEK",NA,NA,NA,0.35,NA,"O","7","AHTA VALLEY CREEK O"
"253",1998,12,"AHTA VALLEY CREEK",NA,NA,NA,0.05,NA,"E","8","AHTA VALLEY CREEK E"
"254",1999,12,"AHTA VALLEY CREEK",NA,NA,NA,0.01,NA,"O","7","AHTA VALLEY CREEK O"
"255",2000,12,"AHTA VALLEY CREEK",NA,NA,NA,0.09,NA,"E","8","AHTA VALLEY CREEK E"
"256",2001,12,"AHTA VALLEY CREEK",NA,NA,NA,0.07,NA,"O","7","AHTA VALLEY CREEK O"
"257",2002,12,"AHTA VALLEY CREEK",NA,NA,NA,0.12,NA,"E","8","AHTA VALLEY CREEK E"
"258",2003,12,"AHTA VALLEY CREEK",NA,NA,NA,0.21,NA,"O","7","AHTA VALLEY CREEK O"
"259",2004,12,"AHTA VALLEY CREEK",NA,NA,NA,0.06,NA,"E","8","AHTA VALLEY CREEK E"
"260",2005,12,"AHTA VALLEY CREEK",NA,NA,NA,0.05,NA,"O","7","AHTA VALLEY CREEK O"
"261",2006,12,"AHTA VALLEY CREEK",NA,NA,NA,0.08,NA,"E","8","AHTA VALLEY CREEK E"
"262",2007,12,"AHTA VALLEY CREEK",NA,NA,NA,0.02,NA,"O","7","AHTA VALLEY CREEK O"
"263",2008,12,"AHTA VALLEY CREEK",NA,NA,NA,0.03,NA,"E","8","AHTA VALLEY CREEK E"
"264",2009,12,"AHTA VALLEY CREEK",NA,NA,NA,0.06,NA,"O","7","AHTA VALLEY CREEK O"
"265",2010,12,"AHTA VALLEY CREEK",NA,NA,NA,0.11,NA,"E","8","AHTA VALLEY CREEK E"
"266",2011,12,"AHTA VALLEY CREEK",NA,NA,NA,0.32,NA,"O","7","AHTA VALLEY CREEK O"
"267",2012,12,"AHTA VALLEY CREEK",NA,NA,NA,0.01,NA,"E","8","AHTA VALLEY CREEK E"
"268",2013,12,"AHTA VALLEY CREEK",NA,NA,NA,0.07,NA,"O","7","AHTA VALLEY CREEK O"
"269",2014,12,"AHTA VALLEY CREEK",NA,NA,NA,0.09,NA,"E","8","AHTA VALLEY CREEK E"
"270",2015,12,"AHTA VALLEY CREEK",NA,NA,NA,0.01,NA,"O","7","AHTA VALLEY CREEK O"
"271",2016,12,"AHTA VALLEY CREEK",NA,NA,NA,0.01,NA,"E","8","AHTA VALLEY CREEK E"
"272",2017,12,"AHTA VALLEY CREEK",NA,NA,NA,NA,NA,"O","7","AHTA VALLEY CREEK O"
"273",1950,12,"ALLARDYCE CREEK",NA,NA,NA,NA,NA,"E","10","ALLARDYCE CREEK E"
"274",1951,12,"ALLARDYCE CREEK",NA,NA,NA,NA,NA,"O","9","ALLARDYCE CREEK O"
"275",1952,12,"ALLARDYCE CREEK",NA,NA,NA,NA,NA,"E","10","ALLARDYCE CREEK E"
"276",1953,12,"ALLARDYCE CREEK",NA,NA,NA,NA,NA,"O","9","ALLARDYCE CREEK O"
"277",1954,12,"ALLARDYCE CREEK",NA,NA,NA,0.28,NA,"E","10","ALLARDYCE CREEK E"
"278",1955,12,"ALLARDYCE CREEK",NA,NA,NA,NA,NA,"O","9","ALLARDYCE CREEK O"
"279",1956,12,"ALLARDYCE CREEK",NA,NA,NA,0.55,NA,"E","10","ALLARDYCE CREEK E"
"280",1957,12,"ALLARDYCE CREEK",NA,NA,NA,NA,NA,"O","9","ALLARDYCE CREEK O"
"281",1958,12,"ALLARDYCE CREEK",NA,NA,NA,0.62,NA,"E","10","ALLARDYCE CREEK E"
"282",1959,12,"ALLARDYCE CREEK",NA,NA,NA,0.58,NA,"O","9","ALLARDYCE CREEK O"
"283",1960,12,"ALLARDYCE CREEK",NA,NA,NA,0.59,NA,"E","10","ALLARDYCE CREEK E"
"284",1961,12,"ALLARDYCE CREEK",NA,NA,NA,0.6,NA,"O","9","ALLARDYCE CREEK O"
"285",1962,12,"ALLARDYCE CREEK",NA,NA,NA,0.51,NA,"E","10","ALLARDYCE CREEK E"
"286",1963,12,"ALLARDYCE CREEK",NA,NA,NA,0.51,NA,"O","9","ALLARDYCE CREEK O"
"287",1964,12,"ALLARDYCE CREEK",NA,NA,NA,0.57,NA,"E","10","ALLARDYCE CREEK E"
"288",1965,12,"ALLARDYCE CREEK",NA,NA,NA,0.38,NA,"O","9","ALLARDYCE CREEK O"
"289",1966,12,"ALLARDYCE CREEK",NA,NA,NA,0.72,NA,"E","10","ALLARDYCE CREEK E"
"290",1967,12,"ALLARDYCE CREEK",NA,NA,NA,0.66,NA,"O","9","ALLARDYCE CREEK O"
"291",1968,12,"ALLARDYCE CREEK",NA,NA,NA,0.71,NA,"E","10","ALLARDYCE CREEK E"
"292",1969,12,"ALLARDYCE CREEK",NA,NA,NA,0.33,NA,"O","9","ALLARDYCE CREEK O"
"293",1970,12,"ALLARDYCE CREEK",NA,NA,NA,0.67,NA,"E","10","ALLARDYCE CREEK E"
"294",1971,12,"ALLARDYCE CREEK",NA,NA,NA,0.39,NA,"O","9","ALLARDYCE CREEK O"
"295",1972,12,"ALLARDYCE CREEK",NA,NA,NA,0.51,NA,"E","10","ALLARDYCE CREEK E"
"296",1973,12,"ALLARDYCE CREEK",NA,NA,NA,0.45,NA,"O","9","ALLARDYCE CREEK O"
"297",1974,12,"ALLARDYCE CREEK",NA,NA,NA,0.57,NA,"E","10","ALLARDYCE CREEK E"
"298",1975,12,"ALLARDYCE CREEK",NA,NA,NA,0.3,NA,"O","9","ALLARDYCE CREEK O"
"299",1976,12,"ALLARDYCE CREEK",NA,NA,NA,0.69,NA,"E","10","ALLARDYCE CREEK E"
"300",1977,12,"ALLARDYCE CREEK",NA,NA,NA,0.59,NA,"O","9","ALLARDYCE CREEK O"
"301",1978,12,"ALLARDYCE CREEK",NA,NA,NA,0.54,NA,"E","10","ALLARDYCE CREEK E"
"302",1979,12,"ALLARDYCE CREEK",NA,NA,NA,0.57,NA,"O","9","ALLARDYCE CREEK O"
"303",1980,12,"ALLARDYCE CREEK",NA,NA,NA,0.45,NA,"E","10","ALLARDYCE CREEK E"
"304",1981,12,"ALLARDYCE CREEK",NA,NA,NA,0.42,NA,"O","9","ALLARDYCE CREEK O"
"305",1982,12,"ALLARDYCE CREEK",NA,NA,NA,0.25,NA,"E","10","ALLARDYCE CREEK E"
"306",1983,12,"ALLARDYCE CREEK",NA,NA,NA,0.43,NA,"O","9","ALLARDYCE CREEK O"
"307",1984,12,"ALLARDYCE CREEK",NA,NA,NA,0.38,NA,"E","10","ALLARDYCE CREEK E"
"308",1985,12,"ALLARDYCE CREEK",NA,NA,NA,0.5,NA,"O","9","ALLARDYCE CREEK O"
"309",1986,12,"ALLARDYCE CREEK",NA,NA,NA,0.26,NA,"E","10","ALLARDYCE CREEK E"
"310",1987,12,"ALLARDYCE CREEK",NA,NA,NA,0.44,NA,"O","9","ALLARDYCE CREEK O"
"311",1988,12,"ALLARDYCE CREEK",NA,NA,NA,0.26,NA,"E","10","ALLARDYCE CREEK E"
"312",1989,12,"ALLARDYCE CREEK",NA,NA,NA,0.68,NA,"O","9","ALLARDYCE CREEK O"
"313",1990,12,"ALLARDYCE CREEK",NA,NA,NA,0.11,NA,"E","10","ALLARDYCE CREEK E"
"314",1991,12,"ALLARDYCE CREEK",NA,NA,NA,0.48,NA,"O","9","ALLARDYCE CREEK O"
"315",1992,12,"ALLARDYCE CREEK",NA,NA,NA,0.27,NA,"E","10","ALLARDYCE CREEK E"
"316",1993,12,"ALLARDYCE CREEK",NA,NA,NA,0.46,NA,"O","9","ALLARDYCE CREEK O"
"317",1994,12,"ALLARDYCE CREEK",NA,NA,NA,0.14,NA,"E","10","ALLARDYCE CREEK E"
"318",1995,12,"ALLARDYCE CREEK",NA,NA,NA,0.46,NA,"O","9","ALLARDYCE CREEK O"
"319",1996,12,"ALLARDYCE CREEK",NA,NA,NA,0.03,NA,"E","10","ALLARDYCE CREEK E"
"320",1997,12,"ALLARDYCE CREEK",NA,NA,NA,0.35,NA,"O","9","ALLARDYCE CREEK O"
"321",1998,12,"ALLARDYCE CREEK",NA,NA,NA,0.05,NA,"E","10","ALLARDYCE CREEK E"
"322",1999,12,"ALLARDYCE CREEK",NA,NA,NA,0.01,NA,"O","9","ALLARDYCE CREEK O"
"323",2000,12,"ALLARDYCE CREEK",NA,NA,NA,0.09,NA,"E","10","ALLARDYCE CREEK E"
"324",2001,12,"ALLARDYCE CREEK",NA,NA,NA,0.07,NA,"O","9","ALLARDYCE CREEK O"
"325",2002,12,"ALLARDYCE CREEK",NA,NA,NA,0.12,NA,"E","10","ALLARDYCE CREEK E"
"326",2003,12,"ALLARDYCE CREEK",NA,NA,NA,0.21,NA,"O","9","ALLARDYCE CREEK O"
"327",2004,12,"ALLARDYCE CREEK",NA,NA,NA,0.06,NA,"E","10","ALLARDYCE CREEK E"
"328",2005,12,"ALLARDYCE CREEK",NA,NA,NA,0.05,NA,"O","9","ALLARDYCE CREEK O"
"329",2006,12,"ALLARDYCE CREEK",NA,NA,NA,0.08,NA,"E","10","ALLARDYCE CREEK E"
"330",2007,12,"ALLARDYCE CREEK",NA,NA,NA,0.02,NA,"O","9","ALLARDYCE CREEK O"
"331",2008,12,"ALLARDYCE CREEK",NA,NA,NA,0.03,NA,"E","10","ALLARDYCE CREEK E"
"332",2009,12,"ALLARDYCE CREEK",NA,NA,NA,0.06,NA,"O","9","ALLARDYCE CREEK O"
"333",2010,12,"ALLARDYCE CREEK",NA,NA,NA,0.11,NA,"E","10","ALLARDYCE CREEK E"
"334",2011,12,"ALLARDYCE CREEK",NA,NA,NA,0.32,NA,"O","9","ALLARDYCE CREEK O"
"335",2012,12,"ALLARDYCE CREEK",NA,NA,NA,0.01,NA,"E","10","ALLARDYCE CREEK E"
"336",2013,12,"ALLARDYCE CREEK",NA,NA,NA,0.07,NA,"O","9","ALLARDYCE CREEK O"
"337",2014,12,"ALLARDYCE CREEK",NA,NA,NA,0.09,NA,"E","10","ALLARDYCE CREEK E"
"338",2015,12,"ALLARDYCE CREEK",NA,NA,NA,0.01,NA,"O","9","ALLARDYCE CREEK O"
"339",2016,12,"ALLARDYCE CREEK",NA,NA,NA,0.01,NA,"E","10","ALLARDYCE CREEK E"
"340",2017,12,"ALLARDYCE CREEK",NA,NA,NA,NA,NA,"O","9","ALLARDYCE CREEK O"
"341",1950,12,"BLIND CREEK",NA,NA,NA,NA,NA,"E","12","BLIND CREEK E"
"342",1951,12,"BLIND CREEK",NA,NA,NA,NA,NA,"O","11","BLIND CREEK O"
"343",1952,12,"BLIND CREEK",NA,NA,NA,NA,NA,"E","12","BLIND CREEK E"
"344",1953,12,"BLIND CREEK",NA,NA,NA,NA,NA,"O","11","BLIND CREEK O"
"345",1954,12,"BLIND CREEK",NA,NA,NA,0.28,NA,"E","12","BLIND CREEK E"
"346",1955,12,"BLIND CREEK",NA,NA,NA,NA,NA,"O","11","BLIND CREEK O"
"347",1956,12,"BLIND CREEK",NA,NA,NA,0.55,NA,"E","12","BLIND CREEK E"
"348",1957,12,"BLIND CREEK",NA,NA,NA,NA,NA,"O","11","BLIND CREEK O"
"349",1958,12,"BLIND CREEK",NA,NA,NA,0.62,NA,"E","12","BLIND CREEK E"
"350",1959,12,"BLIND CREEK",NA,NA,NA,0.58,NA,"O","11","BLIND CREEK O"
"351",1960,12,"BLIND CREEK",NA,NA,NA,0.59,NA,"E","12","BLIND CREEK E"
"352",1961,12,"BLIND CREEK",NA,NA,NA,0.6,NA,"O","11","BLIND CREEK O"
"353",1962,12,"BLIND CREEK",NA,NA,NA,0.51,NA,"E","12","BLIND CREEK E"
"354",1963,12,"BLIND CREEK",NA,NA,NA,0.51,NA,"O","11","BLIND CREEK O"
"355",1964,12,"BLIND CREEK",NA,NA,NA,0.57,NA,"E","12","BLIND CREEK E"
"356",1965,12,"BLIND CREEK",NA,NA,NA,0.38,NA,"O","11","BLIND CREEK O"
"357",1966,12,"BLIND CREEK",NA,NA,NA,0.72,NA,"E","12","BLIND CREEK E"
"358",1967,12,"BLIND CREEK",NA,NA,NA,0.66,NA,"O","11","BLIND CREEK O"
"359",1968,12,"BLIND CREEK",NA,NA,NA,0.71,NA,"E","12","BLIND CREEK E"
"360",1969,12,"BLIND CREEK",NA,NA,NA,0.33,NA,"O","11","BLIND CREEK O"
"361",1970,12,"BLIND CREEK",NA,NA,NA,0.67,NA,"E","12","BLIND CREEK E"
"362",1971,12,"BLIND CREEK",NA,NA,NA,0.39,NA,"O","11","BLIND CREEK O"
"363",1972,12,"BLIND CREEK",NA,NA,NA,0.51,NA,"E","12","BLIND CREEK E"
"364",1973,12,"BLIND CREEK",NA,NA,NA,0.45,NA,"O","11","BLIND CREEK O"
"365",1974,12,"BLIND CREEK",NA,NA,NA,0.57,NA,"E","12","BLIND CREEK E"
"366",1975,12,"BLIND CREEK",NA,NA,NA,0.3,NA,"O","11","BLIND CREEK O"
"367",1976,12,"BLIND CREEK",NA,NA,NA,0.69,NA,"E","12","BLIND CREEK E"
"368",1977,12,"BLIND CREEK",NA,NA,NA,0.59,NA,"O","11","BLIND CREEK O"
"369",1978,12,"BLIND CREEK",NA,NA,NA,0.54,NA,"E","12","BLIND CREEK E"
"370",1979,12,"BLIND CREEK",NA,NA,NA,0.57,NA,"O","11","BLIND CREEK O"
"371",1980,12,"BLIND CREEK",NA,NA,NA,0.45,NA,"E","12","BLIND CREEK E"
"372",1981,12,"BLIND CREEK",NA,NA,NA,0.42,NA,"O","11","BLIND CREEK O"
"373",1982,12,"BLIND CREEK",NA,NA,NA,0.25,NA,"E","12","BLIND CREEK E"
"374",1983,12,"BLIND CREEK",NA,NA,NA,0.43,NA,"O","11","BLIND CREEK O"
"375",1984,12,"BLIND CREEK",NA,NA,NA,0.38,NA,"E","12","BLIND CREEK E"
"376",1985,12,"BLIND CREEK",NA,NA,NA,0.5,NA,"O","11","BLIND CREEK O"
"377",1986,12,"BLIND CREEK",NA,NA,NA,0.26,NA,"E","12","BLIND CREEK E"
"378",1987,12,"BLIND CREEK",NA,NA,NA,0.44,NA,"O","11","BLIND CREEK O"
"379",1988,12,"BLIND CREEK",NA,NA,NA,0.26,NA,"E","12","BLIND CREEK E"
"380",1989,12,"BLIND CREEK",NA,NA,NA,0.68,NA,"O","11","BLIND CREEK O"
"381",1990,12,"BLIND CREEK",NA,NA,NA,0.11,NA,"E","12","BLIND CREEK E"
"382",1991,12,"BLIND CREEK",NA,NA,NA,0.48,NA,"O","11","BLIND CREEK O"
"383",1992,12,"BLIND CREEK",NA,NA,NA,0.27,NA,"E","12","BLIND CREEK E"
"384",1993,12,"BLIND CREEK",NA,NA,NA,0.46,NA,"O","11","BLIND CREEK O"
"385",1994,12,"BLIND CREEK",NA,NA,8.24742268041237,0.14,NA,"E","12","BLIND CREEK E"
"386",1995,12,"BLIND CREEK",NA,NA,NA,0.46,NA,"O","11","BLIND CREEK O"
"387",1996,12,"BLIND CREEK",8,8.24742268041237,NA,0.03,NA,"E","12","BLIND CREEK E"
"388",1997,12,"BLIND CREEK",NA,NA,NA,0.35,NA,"O","11","BLIND CREEK O"
"389",1998,12,"BLIND CREEK",NA,NA,NA,0.05,NA,"E","12","BLIND CREEK E"
"390",1999,12,"BLIND CREEK",NA,NA,NA,0.01,NA,"O","11","BLIND CREEK O"
"391",2000,12,"BLIND CREEK",NA,NA,NA,0.09,NA,"E","12","BLIND CREEK E"
"392",2001,12,"BLIND CREEK",NA,NA,NA,0.07,NA,"O","11","BLIND CREEK O"
"393",2002,12,"BLIND CREEK",NA,NA,NA,0.12,NA,"E","12","BLIND CREEK E"
"394",2003,12,"BLIND CREEK",NA,NA,NA,0.21,NA,"O","11","BLIND CREEK O"
"395",2004,12,"BLIND CREEK",NA,NA,NA,0.06,NA,"E","12","BLIND CREEK E"
"396",2005,12,"BLIND CREEK",NA,NA,NA,0.05,NA,"O","11","BLIND CREEK O"
"397",2006,12,"BLIND CREEK",NA,NA,NA,0.08,NA,"E","12","BLIND CREEK E"
"398",2007,12,"BLIND CREEK",NA,NA,NA,0.02,NA,"O","11","BLIND CREEK O"
"399",2008,12,"BLIND CREEK",NA,NA,NA,0.03,NA,"E","12","BLIND CREEK E"
"400",2009,12,"BLIND CREEK",NA,NA,NA,0.06,NA,"O","11","BLIND CREEK O"
"401",2010,12,"BLIND CREEK",NA,NA,NA,0.11,NA,"E","12","BLIND CREEK E"
"402",2011,12,"BLIND CREEK",NA,NA,NA,0.32,NA,"O","11","BLIND CREEK O"
"403",2012,12,"BLIND CREEK",NA,NA,NA,0.01,NA,"E","12","BLIND CREEK E"
"404",2013,12,"BLIND CREEK",NA,NA,NA,0.07,NA,"O","11","BLIND CREEK O"
"405",2014,12,"BLIND CREEK",NA,NA,NA,0.09,NA,"E","12","BLIND CREEK E"
"406",2015,12,"BLIND CREEK",NA,NA,NA,0.01,NA,"O","11","BLIND CREEK O"
"407",2016,12,"BLIND CREEK",NA,NA,NA,0.01,NA,"E","12","BLIND CREEK E"
"408",2017,12,"BLIND CREEK",NA,NA,NA,NA,NA,"O","11","BLIND CREEK O"
"409",1950,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA,"E","14","BOND RIVER NO. 1 E"
"410",1951,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA,"O","13","BOND RIVER NO. 1 O"
"411",1952,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA,"E","14","BOND RIVER NO. 1 E"
"412",1953,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA,"O","13","BOND RIVER NO. 1 O"
"413",1954,12,"BOND RIVER NO. 1",NA,NA,NA,0.28,NA,"E","14","BOND RIVER NO. 1 E"
"414",1955,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA,"O","13","BOND RIVER NO. 1 O"
"415",1956,12,"BOND RIVER NO. 1",NA,NA,NA,0.55,NA,"E","14","BOND RIVER NO. 1 E"
"416",1957,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA,"O","13","BOND RIVER NO. 1 O"
"417",1958,12,"BOND RIVER NO. 1",NA,NA,NA,0.62,NA,"E","14","BOND RIVER NO. 1 E"
"418",1959,12,"BOND RIVER NO. 1",NA,NA,NA,0.58,NA,"O","13","BOND RIVER NO. 1 O"
"419",1960,12,"BOND RIVER NO. 1",NA,NA,NA,0.59,NA,"E","14","BOND RIVER NO. 1 E"
"420",1961,12,"BOND RIVER NO. 1",NA,NA,NA,0.6,NA,"O","13","BOND RIVER NO. 1 O"
"421",1962,12,"BOND RIVER NO. 1",NA,NA,NA,0.51,NA,"E","14","BOND RIVER NO. 1 E"
"422",1963,12,"BOND RIVER NO. 1",NA,NA,NA,0.51,NA,"O","13","BOND RIVER NO. 1 O"
"423",1964,12,"BOND RIVER NO. 1",NA,NA,NA,0.57,NA,"E","14","BOND RIVER NO. 1 E"
"424",1965,12,"BOND RIVER NO. 1",NA,NA,NA,0.38,NA,"O","13","BOND RIVER NO. 1 O"
"425",1966,12,"BOND RIVER NO. 1",NA,NA,NA,0.72,NA,"E","14","BOND RIVER NO. 1 E"
"426",1967,12,"BOND RIVER NO. 1",NA,NA,NA,0.66,NA,"O","13","BOND RIVER NO. 1 O"
"427",1968,12,"BOND RIVER NO. 1",NA,NA,NA,0.71,NA,"E","14","BOND RIVER NO. 1 E"
"428",1969,12,"BOND RIVER NO. 1",NA,NA,NA,0.33,NA,"O","13","BOND RIVER NO. 1 O"
"429",1970,12,"BOND RIVER NO. 1",NA,NA,NA,0.67,NA,"E","14","BOND RIVER NO. 1 E"
"430",1971,12,"BOND RIVER NO. 1",NA,NA,NA,0.39,NA,"O","13","BOND RIVER NO. 1 O"
"431",1972,12,"BOND RIVER NO. 1",NA,NA,NA,0.51,NA,"E","14","BOND RIVER NO. 1 E"
"432",1973,12,"BOND RIVER NO. 1",NA,NA,NA,0.45,NA,"O","13","BOND RIVER NO. 1 O"
"433",1974,12,"BOND RIVER NO. 1",NA,NA,NA,0.57,NA,"E","14","BOND RIVER NO. 1 E"
"434",1975,12,"BOND RIVER NO. 1",NA,NA,NA,0.3,NA,"O","13","BOND RIVER NO. 1 O"
"435",1976,12,"BOND RIVER NO. 1",NA,NA,NA,0.69,NA,"E","14","BOND RIVER NO. 1 E"
"436",1977,12,"BOND RIVER NO. 1",NA,NA,NA,0.59,NA,"O","13","BOND RIVER NO. 1 O"
"437",1978,12,"BOND RIVER NO. 1",NA,NA,NA,0.54,NA,"E","14","BOND RIVER NO. 1 E"
"438",1979,12,"BOND RIVER NO. 1",NA,NA,NA,0.57,NA,"O","13","BOND RIVER NO. 1 O"
"439",1980,12,"BOND RIVER NO. 1",NA,NA,NA,0.45,NA,"E","14","BOND RIVER NO. 1 E"
"440",1981,12,"BOND RIVER NO. 1",NA,NA,NA,0.42,NA,"O","13","BOND RIVER NO. 1 O"
"441",1982,12,"BOND RIVER NO. 1",NA,NA,NA,0.25,NA,"E","14","BOND RIVER NO. 1 E"
"442",1983,12,"BOND RIVER NO. 1",NA,NA,NA,0.43,NA,"O","13","BOND RIVER NO. 1 O"
"443",1984,12,"BOND RIVER NO. 1",NA,NA,NA,0.38,NA,"E","14","BOND RIVER NO. 1 E"
"444",1985,12,"BOND RIVER NO. 1",NA,NA,NA,0.5,NA,"O","13","BOND RIVER NO. 1 O"
"445",1986,12,"BOND RIVER NO. 1",NA,NA,NA,0.26,NA,"E","14","BOND RIVER NO. 1 E"
"446",1987,12,"BOND RIVER NO. 1",NA,NA,NA,0.44,NA,"O","13","BOND RIVER NO. 1 O"
"447",1988,12,"BOND RIVER NO. 1",NA,NA,NA,0.26,NA,"E","14","BOND RIVER NO. 1 E"
"448",1989,12,"BOND RIVER NO. 1",NA,NA,NA,0.68,NA,"O","13","BOND RIVER NO. 1 O"
"449",1990,12,"BOND RIVER NO. 1",NA,NA,NA,0.11,NA,"E","14","BOND RIVER NO. 1 E"
"450",1991,12,"BOND RIVER NO. 1",NA,NA,NA,0.48,NA,"O","13","BOND RIVER NO. 1 O"
"451",1992,12,"BOND RIVER NO. 1",NA,NA,NA,0.27,NA,"E","14","BOND RIVER NO. 1 E"
"452",1993,12,"BOND RIVER NO. 1",NA,NA,NA,0.46,NA,"O","13","BOND RIVER NO. 1 O"
"453",1994,12,"BOND RIVER NO. 1",NA,NA,NA,0.14,NA,"E","14","BOND RIVER NO. 1 E"
"454",1995,12,"BOND RIVER NO. 1",NA,NA,NA,0.46,NA,"O","13","BOND RIVER NO. 1 O"
"455",1996,12,"BOND RIVER NO. 1",NA,NA,105.263157894737,0.03,NA,"E","14","BOND RIVER NO. 1 E"
"456",1997,12,"BOND RIVER NO. 1",NA,NA,NA,0.35,NA,"O","13","BOND RIVER NO. 1 O"
"457",1998,12,"BOND RIVER NO. 1",100,105.263157894737,36.2637362637363,0.05,-1.01435194505037,"E","14","BOND RIVER NO. 1 E"
"458",1999,12,"BOND RIVER NO. 1",NA,NA,NA,0.01,NA,"O","13","BOND RIVER NO. 1 O"
