"","Yr","Area","River","Spawners","Returns","Recruits","Expl","Survival"
"344",1953,12,"BLIND CREEK",NA,NA,NA,NA,NA
"345",1954,12,"BLIND CREEK",NA,NA,NA,NA,NA
"346",1955,12,"BLIND CREEK",NA,NA,NA,NA,NA
"347",1956,12,"BLIND CREEK",NA,NA,NA,NA,NA
"348",1957,12,"BLIND CREEK",NA,NA,NA,NA,NA
"349",1958,12,"BLIND CREEK",NA,NA,NA,NA,NA
"350",1959,12,"BLIND CREEK",NA,NA,NA,NA,NA
"351",1960,12,"BLIND CREEK",NA,NA,NA,NA,NA
"352",1961,12,"BLIND CREEK",NA,NA,NA,NA,NA
"353",1962,12,"BLIND CREEK",NA,NA,NA,NA,NA
"354",1963,12,"BLIND CREEK",NA,NA,NA,NA,NA
"355",1964,12,"BLIND CREEK",NA,NA,NA,NA,NA
"356",1965,12,"BLIND CREEK",NA,NA,NA,NA,NA
"357",1966,12,"BLIND CREEK",NA,NA,NA,NA,NA
"358",1967,12,"BLIND CREEK",NA,NA,NA,NA,NA
"359",1968,12,"BLIND CREEK",NA,NA,NA,NA,NA
"360",1969,12,"BLIND CREEK",NA,NA,NA,NA,NA
"361",1970,12,"BLIND CREEK",NA,NA,NA,NA,NA
"362",1971,12,"BLIND CREEK",NA,NA,NA,NA,NA
"363",1972,12,"BLIND CREEK",NA,NA,NA,NA,NA
"364",1973,12,"BLIND CREEK",NA,NA,NA,NA,NA
"365",1974,12,"BLIND CREEK",NA,NA,NA,NA,NA
"366",1975,12,"BLIND CREEK",NA,NA,NA,NA,NA
"367",1976,12,"BLIND CREEK",NA,NA,NA,NA,NA
"368",1977,12,"BLIND CREEK",NA,NA,NA,NA,NA
"369",1978,12,"BLIND CREEK",NA,NA,NA,NA,NA
"370",1979,12,"BLIND CREEK",NA,NA,NA,NA,NA
"371",1980,12,"BLIND CREEK",NA,NA,NA,NA,NA
"372",1981,12,"BLIND CREEK",NA,NA,NA,NA,NA
"373",1982,12,"BLIND CREEK",NA,NA,NA,NA,NA
"374",1983,12,"BLIND CREEK",NA,NA,NA,0.866057834110302,NA
"375",1984,12,"BLIND CREEK",NA,NA,NA,0.775693911882616,NA
"376",1985,12,"BLIND CREEK",NA,NA,NA,0.804617873469269,NA
"377",1986,12,"BLIND CREEK",NA,NA,NA,0.736636297568,NA
"378",1987,12,"BLIND CREEK",NA,NA,NA,0.620278215303934,NA
"379",1988,12,"BLIND CREEK",NA,NA,NA,0.662968422357177,NA
"380",1989,12,"BLIND CREEK",NA,NA,NA,0.758563000132309,NA
"381",1990,12,"BLIND CREEK",NA,NA,NA,0.551771761004763,NA
"382",1991,12,"BLIND CREEK",NA,NA,NA,0.610236891943533,NA
"383",1992,12,"BLIND CREEK",NA,NA,NA,0.846200576578609,NA
"384",1993,12,"BLIND CREEK",NA,NA,NA,0.870616228783584,NA
"385",1994,12,"BLIND CREEK",NA,NA,NA,0.688336172661556,NA
"386",1995,12,"BLIND CREEK",NA,NA,NA,0.41545900740463,NA
"387",1996,12,"BLIND CREEK",NA,NA,NA,0.154973827940401,NA
"388",1997,12,"BLIND CREEK",NA,NA,NA,0.272777956656083,NA
"389",1998,12,"BLIND CREEK",100,NA,NA,0.000583078137170725,NA
"390",1999,12,"BLIND CREEK",NA,NA,NA,0.00581807086852831,NA
"391",2000,12,"BLIND CREEK",NA,NA,NA,0.000108918915671366,NA
"392",2001,12,"BLIND CREEK",NA,NA,NA,6.58172515066211e-05,NA
"393",2002,12,"BLIND CREEK",NA,NA,NA,0.000110894640181671,NA
"394",2003,12,"BLIND CREEK",NA,NA,NA,0,NA
"395",2004,12,"BLIND CREEK",NA,NA,NA,8.1251212286391e-05,NA
"396",2005,12,"BLIND CREEK",NA,NA,NA,0.00158566847902736,NA
"397",2006,12,"BLIND CREEK",NA,NA,NA,5.56360213756606e-05,NA
"398",2007,12,"BLIND CREEK",NA,NA,NA,0,NA
"399",2008,12,"BLIND CREEK",NA,NA,NA,2.769197939731e-05,NA
"400",2009,12,"BLIND CREEK",NA,NA,NA,5.19287752240718e-05,NA
"401",2010,12,"BLIND CREEK",NA,NA,NA,0.00888074071042353,NA
"402",2011,12,"BLIND CREEK",NA,NA,NA,0.0142797614832157,NA
"403",2012,12,"BLIND CREEK",NA,NA,NA,7.68815624118097e-05,NA
"404",2013,12,"BLIND CREEK",NA,NA,NA,0.0164482623776054,NA
"405",2014,12,"BLIND CREEK",NA,NA,NA,0.0114891151557245,NA
"406",2015,12,"BLIND CREEK",NA,NA,NA,0.0135595098287899,NA
"407",2016,12,"BLIND CREEK",NA,NA,NA,0.00202795595384339,NA
"408",2017,12,"BLIND CREEK",NA,NA,NA,0.00376400621171083,NA
"409",1950,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"410",1951,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"411",1952,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"412",1953,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"413",1954,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"414",1955,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"415",1956,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"416",1957,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"417",1958,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"418",1959,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"419",1960,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"420",1961,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"421",1962,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"422",1963,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"423",1964,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"424",1965,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"425",1966,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"426",1967,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"427",1968,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"428",1969,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"429",1970,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"430",1971,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"431",1972,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"432",1973,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"433",1974,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"434",1975,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"435",1976,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"436",1977,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"437",1978,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"438",1979,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"439",1980,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"440",1981,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"441",1982,12,"BOND RIVER NO. 1",NA,NA,NA,NA,NA
"442",1983,12,"BOND RIVER NO. 1",NA,NA,NA,0.866057834110302,NA
"443",1984,12,"BOND RIVER NO. 1",NA,NA,NA,0.775693911882616,NA
"444",1985,12,"BOND RIVER NO. 1",NA,NA,NA,0.804617873469269,NA
"445",1986,12,"BOND RIVER NO. 1",NA,NA,NA,0.736636297568,NA
"446",1987,12,"BOND RIVER NO. 1",NA,NA,NA,0.620278215303934,NA
"447",1988,12,"BOND RIVER NO. 1",NA,NA,NA,0.662968422357177,NA
"448",1989,12,"BOND RIVER NO. 1",NA,NA,NA,0.758563000132309,NA
"449",1990,12,"BOND RIVER NO. 1",NA,NA,NA,0.551771761004763,NA
"450",1991,12,"BOND RIVER NO. 1",NA,NA,NA,0.610236891943533,NA
"451",1992,12,"BOND RIVER NO. 1",NA,NA,NA,0.846200576578609,NA
"452",1993,12,"BOND RIVER NO. 1",NA,NA,NA,0.870616228783584,NA
"453",1994,12,"BOND RIVER NO. 1",NA,NA,NA,0.688336172661556,NA
"454",1995,12,"BOND RIVER NO. 1",NA,NA,NA,0.41545900740463,NA
"455",1996,12,"BOND RIVER NO. 1",NA,NA,NA,0.154973827940401,NA
"456",1997,12,"BOND RIVER NO. 1",NA,NA,1.04228975157455,0.272777956656083,NA
"457",1998,12,"BOND RIVER NO. 1",NA,NA,NA,0.000583078137170725,NA
"458",1999,12,"BOND RIVER NO. 1",NA,NA,NA,0.00581807086852831,NA
"459",2000,12,"BOND RIVER NO. 1",1,1.04228975157455,NA,0.000108918915671366,NA
"460",2001,12,"BOND RIVER NO. 1",NA,NA,NA,6.58172515066211e-05,NA
"461",2002,12,"BOND RIVER NO. 1",NA,NA,NA,0.000110894640181671,NA
"462",2003,12,"BOND RIVER NO. 1",NA,NA,NA,0,NA
"463",2004,12,"BOND RIVER NO. 1",NA,NA,NA,8.1251212286391e-05,NA
"464",2005,12,"BOND RIVER NO. 1",NA,NA,NA,0.00158566847902736,NA
"465",2006,12,"BOND RIVER NO. 1",NA,NA,NA,5.56360213756606e-05,NA
"466",2007,12,"BOND RIVER NO. 1",NA,NA,NA,0,NA
"467",2008,12,"BOND RIVER NO. 1",NA,NA,NA,2.769197939731e-05,NA
"468",2009,12,"BOND RIVER NO. 1",NA,NA,NA,5.19287752240718e-05,NA
"469",2010,12,"BOND RIVER NO. 1",NA,NA,NA,0.00888074071042353,NA
"470",2011,12,"BOND RIVER NO. 1",NA,NA,NA,0.0142797614832157,NA
"471",2012,12,"BOND RIVER NO. 1",NA,NA,NA,7.68815624118097e-05,NA
"472",2013,12,"BOND RIVER NO. 1",NA,NA,NA,0.0164482623776054,NA
"473",2014,12,"BOND RIVER NO. 1",NA,NA,NA,0.0114891151557245,NA
"474",2015,12,"BOND RIVER NO. 1",NA,NA,NA,0.0135595098287899,NA
"475",2016,12,"BOND RIVER NO. 1",NA,NA,NA,0.00202795595384339,NA
"476",2017,12,"BOND RIVER NO. 1",NA,NA,NA,0.00376400621171083,NA
"477",1950,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"478",1951,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"479",1952,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"480",1953,12,"BOUGHEY CREEK",75,NA,NA,NA,NA
"481",1954,12,"BOUGHEY CREEK",25,NA,NA,NA,NA
"482",1955,12,"BOUGHEY CREEK",25,NA,NA,NA,NA
"483",1956,12,"BOUGHEY CREEK",200,NA,NA,NA,NA
"484",1957,12,"BOUGHEY CREEK",200,NA,NA,NA,NA
"485",1958,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"486",1959,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"487",1960,12,"BOUGHEY CREEK",75,NA,NA,NA,NA
"488",1961,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"489",1962,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"490",1963,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"491",1964,12,"BOUGHEY CREEK",750,NA,NA,NA,NA
"492",1965,12,"BOUGHEY CREEK",400,NA,NA,NA,NA
"493",1966,12,"BOUGHEY CREEK",400,NA,NA,NA,NA
"494",1967,12,"BOUGHEY CREEK",25,NA,NA,NA,NA
"495",1968,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"496",1969,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"497",1970,12,"BOUGHEY CREEK",25,NA,NA,NA,NA
"498",1971,12,"BOUGHEY CREEK",25,NA,NA,NA,NA
"499",1972,12,"BOUGHEY CREEK",200,NA,NA,NA,NA
"500",1973,12,"BOUGHEY CREEK",200,NA,NA,NA,NA
"501",1974,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"502",1975,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"503",1976,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"504",1977,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"505",1978,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"506",1979,12,"BOUGHEY CREEK",20,NA,NA,NA,NA
"507",1980,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"508",1981,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"509",1982,12,"BOUGHEY CREEK",NA,NA,NA,NA,NA
"510",1983,12,"BOUGHEY CREEK",NA,NA,NA,0.866057834110302,NA
"511",1984,12,"BOUGHEY CREEK",NA,NA,NA,0.775693911882616,NA
"512",1985,12,"BOUGHEY CREEK",NA,NA,NA,0.804617873469269,NA
"513",1986,12,"BOUGHEY CREEK",NA,NA,NA,0.736636297568,NA
"514",1987,12,"BOUGHEY CREEK",2,NA,NA,0.620278215303934,NA
"515",1988,12,"BOUGHEY CREEK",NA,NA,NA,0.662968422357177,NA
"516",1989,12,"BOUGHEY CREEK",NA,NA,NA,0.758563000132309,NA
"517",1990,12,"BOUGHEY CREEK",NA,NA,NA,0.551771761004763,NA
"518",1991,12,"BOUGHEY CREEK",NA,NA,NA,0.610236891943533,NA
"519",1992,12,"BOUGHEY CREEK",NA,NA,NA,0.846200576578609,NA
"520",1993,12,"BOUGHEY CREEK",NA,NA,NA,0.870616228783584,NA
"521",1994,12,"BOUGHEY CREEK",NA,NA,NA,0.688336172661556,NA
"522",1995,12,"BOUGHEY CREEK",NA,NA,NA,0.41545900740463,NA
"523",1996,12,"BOUGHEY CREEK",NA,NA,NA,0.154973827940401,NA
"524",1997,12,"BOUGHEY CREEK",12,NA,NA,0.272777956656083,NA
"525",1998,12,"BOUGHEY CREEK",NA,NA,NA,0.000583078137170725,NA
"526",1999,12,"BOUGHEY CREEK",NA,NA,NA,0.00581807086852831,NA
"527",2000,12,"BOUGHEY CREEK",NA,NA,NA,0.000108918915671366,NA
"528",2001,12,"BOUGHEY CREEK",NA,NA,NA,6.58172515066211e-05,NA
"529",2002,12,"BOUGHEY CREEK",NA,NA,NA,0.000110894640181671,NA
"530",2003,12,"BOUGHEY CREEK",NA,NA,NA,0,NA
"531",2004,12,"BOUGHEY CREEK",NA,NA,NA,8.1251212286391e-05,NA
"532",2005,12,"BOUGHEY CREEK",NA,NA,NA,0.00158566847902736,NA
"533",2006,12,"BOUGHEY CREEK",NA,NA,NA,5.56360213756606e-05,NA
"534",2007,12,"BOUGHEY CREEK",NA,NA,NA,0,NA
"535",2008,12,"BOUGHEY CREEK",NA,NA,NA,2.769197939731e-05,NA
"536",2009,12,"BOUGHEY CREEK",NA,NA,NA,5.19287752240718e-05,NA
"537",2010,12,"BOUGHEY CREEK",NA,NA,NA,0.00888074071042353,NA
"538",2011,12,"BOUGHEY CREEK",NA,NA,NA,0.0142797614832157,NA
"539",2012,12,"BOUGHEY CREEK",NA,NA,NA,7.68815624118097e-05,NA
"540",2013,12,"BOUGHEY CREEK",NA,NA,NA,0.0164482623776054,NA
"541",2014,12,"BOUGHEY CREEK",NA,NA,NA,0.0114891151557245,NA
"542",2015,12,"BOUGHEY CREEK",NA,NA,NA,0.0135595098287899,NA
"543",2016,12,"BOUGHEY CREEK",NA,NA,NA,0.00202795595384339,NA
"544",2017,12,"BOUGHEY CREEK",NA,NA,NA,0.00376400621171083,NA
"545",1950,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"546",1951,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"547",1952,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"548",1953,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"549",1954,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"550",1955,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"551",1956,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"552",1957,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"553",1958,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"554",1959,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"555",1960,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"556",1961,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"557",1962,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"558",1963,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"559",1964,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"560",1965,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"561",1966,12,"BRADLEY CREEK",75,NA,NA,NA,NA
"562",1967,12,"BRADLEY CREEK",25,NA,NA,NA,NA
"563",1968,12,"BRADLEY CREEK",25,NA,NA,NA,NA
"564",1969,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"565",1970,12,"BRADLEY CREEK",75,NA,NA,NA,NA
"566",1971,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"567",1972,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"568",1973,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"569",1974,12,"BRADLEY CREEK",250,NA,NA,NA,NA
"570",1975,12,"BRADLEY CREEK",30,NA,NA,NA,NA
"571",1976,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"572",1977,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"573",1978,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"574",1979,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"575",1980,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"576",1981,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"577",1982,12,"BRADLEY CREEK",NA,NA,NA,NA,NA
"578",1983,12,"BRADLEY CREEK",NA,NA,NA,0.866057834110302,NA
"579",1984,12,"BRADLEY CREEK",NA,NA,NA,0.775693911882616,NA
"580",1985,12,"BRADLEY CREEK",NA,NA,NA,0.804617873469269,NA
"581",1986,12,"BRADLEY CREEK",NA,NA,NA,0.736636297568,NA
"582",1987,12,"BRADLEY CREEK",NA,NA,NA,0.620278215303934,NA
"583",1988,12,"BRADLEY CREEK",NA,NA,NA,0.662968422357177,NA
"584",1989,12,"BRADLEY CREEK",NA,NA,NA,0.758563000132309,NA
"585",1990,12,"BRADLEY CREEK",NA,NA,NA,0.551771761004763,NA
"586",1991,12,"BRADLEY CREEK",NA,NA,NA,0.610236891943533,NA
"587",1992,12,"BRADLEY CREEK",NA,NA,NA,0.846200576578609,NA
"588",1993,12,"BRADLEY CREEK",NA,NA,NA,0.870616228783584,NA
"589",1994,12,"BRADLEY CREEK",NA,NA,NA,0.688336172661556,NA
"590",1995,12,"BRADLEY CREEK",100,NA,NA,0.41545900740463,NA
"591",1996,12,"BRADLEY CREEK",NA,NA,NA,0.154973827940401,NA
"592",1997,12,"BRADLEY CREEK",NA,NA,NA,0.272777956656083,NA
"593",1998,12,"BRADLEY CREEK",NA,NA,NA,0.000583078137170725,NA
"594",1999,12,"BRADLEY CREEK",NA,NA,NA,0.00581807086852831,NA
"595",2000,12,"BRADLEY CREEK",NA,NA,NA,0.000108918915671366,NA
"596",2001,12,"BRADLEY CREEK",NA,NA,NA,6.58172515066211e-05,NA
"597",2002,12,"BRADLEY CREEK",NA,NA,NA,0.000110894640181671,NA
"598",2003,12,"BRADLEY CREEK",NA,NA,NA,0,NA
"599",2004,12,"BRADLEY CREEK",NA,NA,NA,8.1251212286391e-05,NA
"600",2005,12,"BRADLEY CREEK",NA,NA,NA,0.00158566847902736,NA
"601",2006,12,"BRADLEY CREEK",NA,NA,NA,5.56360213756606e-05,NA
"602",2007,12,"BRADLEY CREEK",NA,NA,NA,0,NA
"603",2008,12,"BRADLEY CREEK",NA,NA,NA,2.769197939731e-05,NA
"604",2009,12,"BRADLEY CREEK",NA,NA,NA,5.19287752240718e-05,NA
"605",2010,12,"BRADLEY CREEK",NA,NA,NA,0.00888074071042353,NA
"606",2011,12,"BRADLEY CREEK",NA,NA,NA,0.0142797614832157,NA
"607",2012,12,"BRADLEY CREEK",NA,NA,NA,7.68815624118097e-05,NA
"608",2013,12,"BRADLEY CREEK",NA,NA,NA,0.0164482623776054,NA
"609",2014,12,"BRADLEY CREEK",NA,NA,NA,0.0114891151557245,NA
"610",2015,12,"BRADLEY CREEK",NA,NA,NA,0.0135595098287899,NA
"611",2016,12,"BRADLEY CREEK",NA,NA,NA,0.00202795595384339,NA
"612",2017,12,"BRADLEY CREEK",NA,NA,NA,0.00376400621171083,NA
"613",1950,12,"BUGHOUSE CREEK",NA,NA,NA,NA,NA
"614",1951,12,"BUGHOUSE CREEK",NA,NA,NA,NA,NA
"615",1952,12,"BUGHOUSE CREEK",NA,NA,NA,NA,NA
"616",1953,12,"BUGHOUSE CREEK",3500,NA,NA,NA,NA
"617",1954,12,"BUGHOUSE CREEK",3500,NA,NA,NA,NA
"618",1955,12,"BUGHOUSE CREEK",7500,NA,NA,NA,NA
"619",1956,12,"BUGHOUSE CREEK",3500,NA,NA,NA,NA
"620",1957,12,"BUGHOUSE CREEK",3500,NA,NA,NA,NA
"621",1958,12,"BUGHOUSE CREEK",3500,NA,NA,NA,NA
"622",1959,12,"BUGHOUSE CREEK",1500,NA,NA,NA,NA
"623",1960,12,"BUGHOUSE CREEK",750,NA,NA,NA,NA
"624",1961,12,"BUGHOUSE CREEK",25,NA,NA,NA,NA
"625",1962,12,"BUGHOUSE CREEK",3500,NA,NA,NA,NA
"626",1963,12,"BUGHOUSE CREEK",1500,NA,NA,NA,NA
"627",1964,12,"BUGHOUSE CREEK",200,NA,NA,NA,NA
"628",1965,12,"BUGHOUSE CREEK",200,NA,NA,NA,NA
"629",1966,12,"BUGHOUSE CREEK",750,NA,NA,NA,NA
"630",1967,12,"BUGHOUSE CREEK",NA,NA,NA,NA,NA
"631",1968,12,"BUGHOUSE CREEK",200,NA,NA,NA,NA
"632",1969,12,"BUGHOUSE CREEK",200,NA,NA,NA,NA
"633",1970,12,"BUGHOUSE CREEK",750,NA,NA,NA,NA
"634",1971,12,"BUGHOUSE CREEK",200,NA,NA,NA,NA
"635",1972,12,"BUGHOUSE CREEK",750,NA,NA,NA,NA
"636",1973,12,"BUGHOUSE CREEK",75,NA,NA,NA,NA
"637",1974,12,"BUGHOUSE CREEK",500,NA,NA,NA,NA
"638",1975,12,"BUGHOUSE CREEK",200,NA,NA,NA,NA
"639",1976,12,"BUGHOUSE CREEK",400,NA,NA,NA,NA
"640",1977,12,"BUGHOUSE CREEK",400,NA,NA,NA,NA
"641",1978,12,"BUGHOUSE CREEK",150,NA,NA,NA,NA
"642",1979,12,"BUGHOUSE CREEK",NA,NA,NA,NA,NA
"643",1980,12,"BUGHOUSE CREEK",50,NA,NA,NA,NA
"644",1981,12,"BUGHOUSE CREEK",300,NA,NA,NA,NA
"645",1982,12,"BUGHOUSE CREEK",NA,NA,NA,NA,NA
"646",1983,12,"BUGHOUSE CREEK",NA,NA,NA,0.866057834110302,NA
"647",1984,12,"BUGHOUSE CREEK",30,NA,NA,0.775693911882616,NA
"648",1985,12,"BUGHOUSE CREEK",50,NA,NA,0.804617873469269,NA
"649",1986,12,"BUGHOUSE CREEK",100,NA,NA,0.736636297568,NA
"650",1987,12,"BUGHOUSE CREEK",4,NA,NA,0.620278215303934,NA
"651",1988,12,"BUGHOUSE CREEK",NA,NA,NA,0.662968422357177,NA
"652",1989,12,"BUGHOUSE CREEK",50,NA,NA,0.758563000132309,NA
"653",1990,12,"BUGHOUSE CREEK",50,NA,NA,0.551771761004763,NA
"654",1991,12,"BUGHOUSE CREEK",150,NA,NA,0.610236891943533,NA
"655",1992,12,"BUGHOUSE CREEK",NA,NA,NA,0.846200576578609,NA
"656",1993,12,"BUGHOUSE CREEK",NA,NA,NA,0.870616228783584,NA
"657",1994,12,"BUGHOUSE CREEK",NA,NA,NA,0.688336172661556,NA
"658",1995,12,"BUGHOUSE CREEK",NA,NA,NA,0.41545900740463,NA
"659",1996,12,"BUGHOUSE CREEK",100,NA,NA,0.154973827940401,NA
"660",1997,12,"BUGHOUSE CREEK",NA,NA,NA,0.272777956656083,NA
"661",1998,12,"BUGHOUSE CREEK",500,NA,NA,0.000583078137170725,NA
"662",1999,12,"BUGHOUSE CREEK",NA,NA,NA,0.00581807086852831,NA
"663",2000,12,"BUGHOUSE CREEK",NA,NA,NA,0.000108918915671366,NA
"664",2001,12,"BUGHOUSE CREEK",NA,NA,NA,6.58172515066211e-05,NA
"665",2002,12,"BUGHOUSE CREEK",NA,NA,NA,0.000110894640181671,NA
"666",2003,12,"BUGHOUSE CREEK",NA,NA,NA,0,NA
"667",2004,12,"BUGHOUSE CREEK",NA,NA,NA,8.1251212286391e-05,NA
"668",2005,12,"BUGHOUSE CREEK",NA,NA,NA,0.00158566847902736,NA
"669",2006,12,"BUGHOUSE CREEK",NA,NA,NA,5.56360213756606e-05,NA
"670",2007,12,"BUGHOUSE CREEK",NA,NA,NA,0,NA
"671",2008,12,"BUGHOUSE CREEK",NA,NA,NA,2.769197939731e-05,NA
"672",2009,12,"BUGHOUSE CREEK",NA,NA,NA,5.19287752240718e-05,NA
"673",2010,12,"BUGHOUSE CREEK",NA,NA,NA,0.00888074071042353,NA
"674",2011,12,"BUGHOUSE CREEK",NA,NA,NA,0.0142797614832157,NA
"675",2012,12,"BUGHOUSE CREEK",NA,NA,NA,7.68815624118097e-05,NA
"676",2013,12,"BUGHOUSE CREEK",NA,NA,NA,0.0164482623776054,NA
"677",2014,12,"BUGHOUSE CREEK",NA,NA,NA,0.0114891151557245,NA
"678",2015,12,"BUGHOUSE CREEK",NA,NA,NA,0.0135595098287899,NA
"679",2016,12,"BUGHOUSE CREEK",NA,NA,NA,0.00202795595384339,NA
"680",2017,12,"BUGHOUSE CREEK",NA,NA,NA,0.00376400621171083,NA
"681",1950,12,"CALL CREEK",NA,NA,NA,NA,NA
"682",1951,12,"CALL CREEK",NA,NA,NA,NA,NA
"683",1952,12,"CALL CREEK",NA,NA,NA,NA,NA
"684",1953,12,"CALL CREEK",NA,NA,NA,NA,NA
"685",1954,12,"CALL CREEK",400,NA,NA,NA,NA
"686",1955,12,"CALL CREEK",750,NA,NA,NA,NA
"687",1956,12,"CALL CREEK",750,NA,NA,NA,NA
"688",1957,12,"CALL CREEK",NA,NA,NA,NA,NA
"689",1958,12,"CALL CREEK",750,NA,NA,NA,NA
"690",1959,12,"CALL CREEK",75,NA,NA,NA,NA
"691",1960,12,"CALL CREEK",NA,NA,NA,NA,NA
"692",1961,12,"CALL CREEK",200,NA,NA,NA,NA
"693",1962,12,"CALL CREEK",400,NA,NA,NA,NA
"694",1963,12,"CALL CREEK",NA,NA,NA,NA,NA
"695",1964,12,"CALL CREEK",750,NA,NA,NA,NA
"696",1965,12,"CALL CREEK",200,NA,NA,NA,NA
"697",1966,12,"CALL CREEK",25,NA,NA,NA,NA
"698",1967,12,"CALL CREEK",25,NA,NA,NA,NA
"699",1968,12,"CALL CREEK",NA,NA,NA,NA,NA
"700",1969,12,"CALL CREEK",NA,NA,NA,NA,NA
"701",1970,12,"CALL CREEK",25,NA,NA,NA,NA
"702",1971,12,"CALL CREEK",NA,NA,NA,NA,NA
"703",1972,12,"CALL CREEK",75,NA,NA,NA,NA
"704",1973,12,"CALL CREEK",25,NA,NA,NA,NA
"705",1974,12,"CALL CREEK",25,NA,NA,NA,NA
"706",1975,12,"CALL CREEK",25,NA,NA,NA,NA
"707",1976,12,"CALL CREEK",25,NA,NA,NA,NA
"708",1977,12,"CALL CREEK",25,NA,NA,NA,NA
"709",1978,12,"CALL CREEK",NA,NA,NA,NA,NA
"710",1979,12,"CALL CREEK",NA,NA,NA,NA,NA
"711",1980,12,"CALL CREEK",NA,NA,NA,NA,NA
"712",1981,12,"CALL CREEK",NA,NA,NA,NA,NA
"713",1982,12,"CALL CREEK",NA,NA,NA,NA,NA
