,ANALYSIS_YR,AREA,WATERBODY,SPECIES,POPULATION,POP_ID,ESTIMATE_CLASSIFICATION,ESTIMATE_METHOD,MAX_ESTIMATE,GFE_ID,RUN_TYPE
11834,1999,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,1000,1119,1
13212,1999,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,UNKNOWN,Not Applicable,NA,1119,1
15775,1999,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,UNKNOWN,Not Applicable,NA,1119,1
16347,1999,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,UNKNOWN,Not Applicable,NA,1119,1
1299,2000,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,UNKNOWN,Not Applicable,NA,1119,1
9542,2000,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,430000,1119,1
12635,2000,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE: CONSTANT MULTI-YEAR METHODS,Unknown Estimate Method,1200,1119,1
15778,2000,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,UNKNOWN,Not Applicable,NA,1119,1
16351,2000,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,UNKNOWN,Not Applicable,NA,1119,1
3001,2001,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,PRESENCE-ABSENCE (TYPE-6),Insufficient Information,NA,1119,1
4484,2001,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,PRESENCE-ABSENCE (TYPE-6),Insufficient Information,NA,1119,1
10642,2001,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,PRESENCE-ABSENCE (TYPE-6),Expert Opinion,NA,1119,1
10929,2001,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,PRESENCE-ABSENCE (TYPE-6),Insufficient Information,NA,1119,1
12361,2001,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,PRESENCE-ABSENCE (TYPE-6),Expert Opinion,NA,1119,1
2933,2002,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,UNKNOWN,Peak Live + Dead,NA,1119,1
10629,2002,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,137762,1119,1
14026,2002,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-4),Peak Live + Dead,25,1119,1
16876,2002,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,437,1119,1
17149,2002,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,1084,1119,1
787,2003,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,UNKNOWN,Peak Live + Dead,3,1119,1
1048,2003,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-5),Peak Live + Dead,63,1119,1
2247,2003,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,101,1119,1
7268,2003,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,5375,1119,1
9843,2003,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,UNKNOWN,Peak Live + Dead,912,1119,1
5067,2004,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,UNKNOWN,Area Under the Curve,67,1119,1
7271,2004,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,UNKNOWN,Area Under the Curve,158219,1119,1
7580,2004,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,UNKNOWN,Insufficient Information,NA,1119,1
10129,2004,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,UNKNOWN,Area Under the Curve,45,1119,1
15486,2004,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,UNKNOWN,Area Under the Curve,1505,1119,1
3326,2005,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,1760,1119,1
5312,2005,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,67,1119,1
10953,2005,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,115,1119,1
11564,2005,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,45969,1119,1
15212,2005,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,12,1119,1
5316,2006,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,61525,1119,1
11852,2006,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,13,1119,1
11854,2006,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,1893,1119,1
13516,2006,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,24,1119,1
16078,2006,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,173,1119,1
4239,2007,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,141,1119,1
7588,2007,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,2000,1119,1
9571,2007,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,18,1119,1
12391,2007,12,ADAM RIVER,Atlantic,Adam River Atlantic,3436,UNKNOWN,Not Applicable,NA,1119,FALL
16366,2007,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,98,1119,1
16920,2007,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,186488,1119,1
2205,2008,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,1835,1119,1
2751,2008,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,92,1119,1
3038,2008,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-5),Peak Live + Dead,17,1119,1
9852,2008,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,151497,1119,1
15496,2008,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,229,1119,1
3338,2009,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-5),Area Under the Curve,185,1119,1
5612,2009,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,5458,1119,1
16642,2009,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,392394,1119,1
16643,2009,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,1,1119,1
16927,2009,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,15,1119,1
238,2010,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-4),Peak Live + Dead,6,1119,1
5326,2010,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,1,1119,1
10420,2010,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,156,1119,1
12664,2010,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,220610,1119,1
16924,2010,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,2827,1119,1
3041,2011,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,4639,1119,1
5871,2011,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,56797,1119,1
9034,2011,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,264,1119,1
16079,2011,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-4),Peak Live + Dead,6,1119,1
17791,2011,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,UNKNOWN,Peak Live + Dead,28,1119,1
2217,2012,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,3048,1119,1
9304,2012,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,20,1119,1
15816,2012,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,1180450,1119,1
17798,2012,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,6,1119,1
18156,2012,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,147,1119,1
2213,2013,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,13,1119,1
6426,2013,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,131,1119,1
6701,2013,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,1121,1119,1
16378,2013,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,5,1119,1
16654,2013,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,174626,1119,1
3981,2014,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,3,1119,1
4271,2014,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-3),Peak Live + Dead,5,1119,1
7313,2014,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,71,1119,1
9892,2014,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,747,1119,1
10709,2014,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,461053,1119,1
543,2015,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,65,1119,1
1388,2015,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,20,1119,1
1661,2015,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,1629,1119,1
5649,2015,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-4),Peak Live + Dead,7,1119,1
11003,2015,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,313237,1119,1
244,2016,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,181986,1119,1
9042,2016,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-4),Area Under the Curve,464,1119,1
10143,2016,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-4),Not Applicable,NA,1119,1
12672,2016,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-4),Not Applicable,NA,1119,1
15263,2016,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,97,1119,1
18164,2017,12,ADAM RIVER,Chinook,Adam River (Alert Bay) Chinook Run 1,52698,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,533,1119,1
18178,2017,12,ADAM RIVER,Coho,Adam River (Alert Bay) Coho Run 1,52692,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,2497,1119,1
18190,2017,12,ADAM RIVER,Chum,Adam River (Alert Bay) Chum Run 1,52696,RELATIVE ABUNDANCE (TYPE-5),Peak Live + Dead,5,1119,1
18196,2017,12,ADAM RIVER,Sockeye,Adam River (Alert Bay) Sockeye Run 1,52690,RELATIVE ABUNDANCE (TYPE-4),Peak Live + Dead,21,1119,1
18206,2017,12,ADAM RIVER,Pink,Adam River (Alert Bay) Pink Run 1,52694,RELATIVE ABUNDANCE (TYPE-3),Area Under the Curve,43365,1119,1
1959,1953,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,15000,852,1
3397,1953,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,750,852,1
5662,1953,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,35000,852,1
15717,1953,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,3500,852,1
16448,1953,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,400,852,1
1735,1954,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,200,852,1
3403,1954,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,400,852,1
4454,1954,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,400,852,1
12542,1954,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
17973,1954,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,400,852,1
5940,1955,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,200,852,1
7410,1955,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,400,852,1
9495,1955,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,15000,852,1
11156,1955,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
15545,1955,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,7500,852,1
2552,1956,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,400,852,1
3088,1956,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,200,852,1
10016,1956,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,15000,852,1
11736,1956,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,400,852,1
14525,1956,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,15000,852,1
943,1957,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,750,852,1
12550,1957,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,1500,852,1
14854,1957,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,750,852,1
15110,1957,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,750,852,1
16478,1957,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,400,852,1
8647,1958,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,750,852,1
10492,1958,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,400,852,1
11102,1958,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,7500,852,1
11381,1958,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,15000,852,1
17667,1958,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,35000,852,1
571,1959,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,200,852,1
12008,1959,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,7500,852,1
13049,1959,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,75,852,1
14446,1959,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,7500,852,1
15413,1959,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
640,1960,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,750,852,1
2851,1960,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,200,852,1
5187,1960,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
13893,1960,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,7500,852,1
17873,1960,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Unknown Estimate Method,400,852,1
574,1961,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,750,852,1
6869,1961,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
9128,1961,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Not Applicable,NA,852,1
9718,1961,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,200,852,1
17098,1961,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,35000,852,1
427,1962,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,400,852,1
8328,1962,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,7500,852,1
8347,1962,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,35000,852,1
11925,1962,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
12596,1962,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Not Applicable,NA,852,1
6002,1963,12,AHNUHATI RIVER,Sockeye,Ahnuhati River (Alert Bay) Sockeye Run 1,50890,UNKNOWN,Not Applicable,NA,852,1
6745,1963,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
11117,1963,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,400,852,1
17059,1963,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Not Applicable,NA,852,1
17969,1963,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,7500,852,1
4463,1964,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,35000,852,1
6345,1964,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,750,852,1
7772,1964,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,15000,852,1
4317,1965,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,15000,852,1
15568,1965,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,750,852,1
17404,1965,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,25,852,1
17859,1965,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,3500,852,1
8011,1966,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Unknown Estimate Method,25,852,1
12002,1966,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,1500,852,1
13687,1966,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,75000,852,1
16794,1966,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,750,852,1
2059,1967,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,75,852,1
7343,1967,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,3500,852,1
12237,1967,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,7500,852,1
13297,1967,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Not Applicable,NA,852,1
6044,1968,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,55000,852,1
9095,1968,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Not Applicable,NA,852,1
10611,1968,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,3500,852,1
15720,1968,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,750,852,1
10593,1969,12,AHNUHATI RIVER,Chum,Ahnuhati River (Alert Bay) Chum Run 1,50896,UNKNOWN,Unknown Estimate Method,2500,852,1
12801,1969,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Not Applicable,NA,852,1
14750,1969,12,AHNUHATI RIVER,Chinook,Ahnuhati River (Alert Bay) Chinook Run 1,50898,UNKNOWN,Not Applicable,NA,852,1
15548,1969,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,1500,852,1
3711,1970,12,AHNUHATI RIVER,Pink,Ahnuhati River (Alert Bay) Pink Run 1,50894,UNKNOWN,Unknown Estimate Method,35000,852,1
8356,1970,12,AHNUHATI RIVER,Coho,Ahnuhati River (Alert Bay) Coho Run 1,50892,UNKNOWN,Unknown Estimate Method,400,852,1
